ball_event_id,innings_id,over_number,ball_number,striker_id,bowler_id,runs_off_bat,extras,is_legal_delivery,phase,current_run_rate,required_run_rate,pressure_index,expected_runs,expected_wicket_probability,shot_risk_score,batter_control_score,target_is_wicket,target_total_runs
741,7,0,6,30,44,1,0,True,powerplay,14.0,,0.014,1.546,0.044,0.621,0.469,0,1
742,7,1,1,30,38,4,0,True,powerplay,15.43,,0.017,1.564,0.042,0.772,0.528,0,4
743,7,1,2,30,38,4,0,True,powerplay,16.5,,0.02,1.562,0.042,0.773,0.562,0,4
744,7,1,3,30,38,0,0,True,powerplay,14.67,,0.023,1.561,0.042,0.625,0.497,0,0
745,7,1,4,30,38,1,0,True,powerplay,13.8,,0.026,1.56,0.043,0.626,0.479,0,1
746,7,1,5,27,38,0,0,True,powerplay,12.55,,0.028,1.49,0.035,0.548,0.505,0,0
747,7,1,6,27,38,2,0,True,powerplay,12.5,,0.031,1.489,0.036,0.55,0.5,0,2
748,7,2,1,30,40,1,0,True,powerplay,12.0,,0.034,1.68,0.031,0.63,0.538,0,1
749,7,2,2,27,40,0,0,True,powerplay,11.14,,0.037,1.61,0.024,0.552,0.584,0,0
750,7,2,3,27,40,4,0,True,powerplay,12.0,,0.04,1.609,0.024,0.704,0.518,0,4
751,7,2,4,27,40,1,0,True,powerplay,11.62,,0.043,1.608,0.024,0.555,0.513,0,1
752,7,2,5,30,40,1,0,True,powerplay,11.29,,0.045,1.676,0.032,0.635,0.565,0,1
753,7,2,6,27,40,2,0,True,powerplay,11.33,,0.048,1.606,0.024,0.557,0.575,0,2
754,7,3,1,30,37,2,0,True,powerplay,11.37,,0.051,1.721,0.027,0.637,0.552,0,2
755,7,3,2,30,37,2,0,True,powerplay,11.4,,0.054,1.719,0.027,0.639,0.613,0,2
756,7,3,3,30,37,4,0,True,powerplay,12.0,,0.057,1.718,0.028,0.79,0.583,0,4
757,7,3,4,30,37,1,0,True,powerplay,11.73,,0.059,1.717,0.028,0.641,0.66,0,1
758,7,3,5,27,37,0,0,True,powerplay,11.22,,0.062,1.647,0.021,0.564,0.577,0,0
759,7,3,6,27,37,0,1,False,powerplay,11.48,,0.065,1.646,0.006,0.565,0.598,0,1
760,7,3,6,27,37,0,0,True,powerplay,11.0,,0.065,1.646,0.021,0.565,0.535,0,0
761,7,4,1,30,39,0,0,True,powerplay,10.56,,0.068,1.733,0.026,0.645,0.561,0,0
762,7,4,2,30,39,0,0,True,powerplay,10.15,,0.071,1.731,0.026,0.646,0.64,0,0
763,7,4,3,30,39,3,0,True,powerplay,10.44,,0.074,1.73,0.026,0.648,0.546,0,3
764,7,4,4,27,39,0,0,True,powerplay,10.07,,0.077,1.66,0.019,0.57,0.56,0,0
765,7,4,5,27,39,6,0,True,powerplay,10.97,,0.079,1.659,0.02,0.721,0.518,0,6
766,7,4,6,27,39,1,0,True,powerplay,10.8,,0.082,1.658,0.02,0.573,0.518,0,1
767,7,5,1,27,42,1,0,True,powerplay,10.65,,0.085,1.704,0.015,0.574,0.587,0,1
768,7,5,2,30,42,0,0,True,powerplay,10.31,,0.088,1.772,0.023,0.654,0.652,0,0
769,7,5,3,30,42,0,0,True,powerplay,10.0,,0.091,1.771,0.023,0.655,0.599,1,0
770,7,5,4,26,42,4,0,True,powerplay,10.41,,0.12,1.553,0.01,0.597,0.548,0,4
771,7,5,5,26,42,1,0,True,powerplay,10.29,,0.122,1.552,0.01,0.448,0.55,0,1
772,7,5,6,27,42,4,0,True,powerplay,10.67,,0.125,1.688,0.017,0.742,0.599,0,4
773,7,6,1,26,44,0,1,False,middle,10.83,,0.128,1.292,0.006,0.45,0.557,0,1
774,7,6,1,26,44,2,0,True,middle,10.86,,0.128,1.292,0.035,0.45,0.435,0,2
775,7,6,2,26,44,0,0,True,middle,10.58,,0.131,1.291,0.035,0.452,0.425,0,0
776,7,6,3,26,44,2,0,True,middle,10.62,,0.134,1.29,0.035,0.453,0.441,0,2
777,7,6,4,26,44,2,0,True,middle,10.65,,0.137,1.289,0.035,0.455,0.426,0,2
778,7,6,5,26,44,0,0,True,middle,10.39,,0.139,1.288,0.035,0.455,0.55,0,0
779,7,6,6,26,44,3,0,True,middle,10.57,,0.142,1.286,0.035,0.457,0.437,0,3
780,7,7,1,26,38,1,0,True,middle,10.47,,0.145,1.304,0.033,0.458,0.44,0,1
781,7,7,2,27,38,2,0,True,middle,10.5,,0.148,1.44,0.041,0.602,0.459,0,2
782,7,7,3,27,38,1,0,True,middle,10.4,,0.151,1.439,0.041,0.604,0.442,0,1
783,7,7,4,26,38,0,0,True,middle,10.17,,0.153,1.301,0.034,0.462,0.431,0,0
784,7,7,5,26,38,2,0,True,middle,10.21,,0.156,1.3,0.034,0.463,0.564,0,2
785,7,7,6,26,38,1,0,True,middle,10.12,,0.159,1.298,0.034,0.464,0.444,0,1
786,7,8,1,26,40,0,0,True,middle,9.92,,0.162,1.421,0.022,0.466,0.63,0,0
787,7,8,2,26,40,0,0,True,middle,9.72,,0.165,1.42,0.023,0.467,0.479,0,0
788,7,8,3,26,40,2,0,True,middle,9.76,,0.168,1.418,0.023,0.468,0.594,0,2
789,7,8,4,26,40,0,0,True,middle,9.58,,0.171,1.417,0.023,0.47,0.552,0,0
790,7,8,5,26,40,2,0,True,middle,9.62,,0.173,1.416,0.023,0.471,0.507,0,2
791,7,8,6,26,40,1,0,True,middle,9.56,,0.176,1.415,0.023,0.472,0.482,0,1
792,7,9,1,26,37,0,0,True,middle,9.38,,0.179,1.461,0.019,0.473,0.569,0,0
793,7,9,2,26,37,1,0,True,middle,9.32,,0.182,1.46,0.019,0.475,0.501,0,1
794,7,9,3,27,37,0,0,True,middle,9.16,,0.185,1.596,0.026,0.619,0.66,0,0
795,7,9,4,27,37,0,0,True,middle,9.0,,0.188,1.594,0.026,0.62,0.582,0,0
796,7,9,5,27,37,0,0,True,middle,8.85,,0.19,1.594,0.026,0.621,0.514,0,0
797,7,9,6,27,37,1,0,True,middle,8.8,,0.193,1.592,0.026,0.623,0.571,0,1
798,7,10,1,27,39,1,0,True,middle,8.75,,0.196,1.61,0.025,0.624,0.627,0,1
799,7,10,2,26,39,0,0,True,middle,8.61,,0.199,1.472,0.018,0.482,0.586,0,0
800,7,10,3,26,39,2,0,True,middle,8.67,,0.202,1.471,0.018,0.484,0.533,0,2
801,7,10,4,26,39,1,0,True,middle,8.62,,0.205,1.47,0.018,0.485,0.64,0,1
802,7,10,5,27,39,6,0,True,middle,9.05,,0.207,1.605,0.025,0.779,0.654,0,6
803,7,10,6,27,39,2,0,True,middle,9.09,,0.21,1.604,0.025,0.63,0.532,0,2
804,7,11,1,26,42,1,0,True,middle,9.04,,0.213,1.514,0.014,0.489,0.567,0,1
805,7,11,2,27,42,4,0,True,middle,9.26,,0.216,1.649,0.021,0.783,0.622,0,4
806,7,11,3,27,42,0,2,True,middle,9.3,,0.219,1.648,0.021,0.634,0.635,0,2
807,7,11,4,27,42,0,0,True,middle,9.17,,0.222,1.647,0.021,0.636,0.599,0,0
808,7,11,5,27,42,0,0,True,middle,9.04,,0.224,1.646,0.021,0.637,0.605,0,0
809,7,11,6,27,42,1,0,True,middle,9.0,,0.227,1.645,0.022,0.638,0.591,0,1
810,7,12,1,27,44,4,0,True,middle,9.21,,0.23,1.386,0.046,0.789,0.474,0,4
811,7,12,2,27,44,1,0,True,middle,9.16,,0.233,1.385,0.046,0.641,0.479,0,1
812,7,12,3,26,44,0,0,True,middle,9.04,,0.236,1.247,0.039,0.499,0.432,0,0
813,7,12,4,26,44,2,0,True,middle,9.08,,0.239,1.246,0.04,0.5,0.538,1,2
814,7,12,5,17,44,2,0,True,middle,9.12,,0.267,1.41,0.057,0.727,0.491,0,2
815,7,12,6,17,44,0,1,False,middle,9.19,,0.27,1.408,0.006,0.729,0.448,0,1
816,7,12,6,17,44,0,0,True,middle,9.08,,0.27,1.408,0.057,0.729,0.506,0,0
817,7,13,1,27,38,2,0,True,middle,9.11,,0.273,1.387,0.046,0.659,0.489,0,2
818,7,13,2,27,38,1,0,True,middle,9.07,,0.276,1.386,0.047,0.66,0.52,1,1
819,7,13,3,17,38,0,0,True,middle,8.96,,0.305,1.413,0.057,0.744,0.438,0,0
820,7,13,4,17,38,2,0,True,middle,9.0,,0.308,1.412,0.057,0.746,0.506,0,2
821,7,13,5,17,38,1,0,True,middle,8.96,,0.31,1.411,0.057,0.747,0.461,0,1
822,7,13,6,19,38,1,0,True,middle,8.93,,0.313,1.247,0.045,0.562,0.468,0,1
823,7,14,1,19,40,4,0,True,middle,9.11,,0.316,1.37,0.033,0.714,0.613,0,4
824,7,14,2,19,40,1,0,True,middle,9.07,,0.319,1.368,0.033,0.565,0.607,0,1
825,7,14,3,17,40,0,0,True,middle,8.97,,0.322,1.529,0.046,0.752,0.62,0,0
826,7,14,4,17,40,1,0,True,middle,8.93,,0.325,1.528,0.046,0.753,0.476,0,1
827,7,14,5,19,40,1,0,True,middle,8.9,,0.327,1.365,0.034,0.569,0.596,0,1
828,7,14,6,17,40,1,0,True,middle,8.87,,0.33,1.526,0.046,0.756,0.47,0,1
829,7,15,1,17,37,0,0,True,death,8.77,,0.333,1.572,0.059,0.757,0.514,0,0
830,7,15,2,17,37,1,0,True,death,8.74,,0.336,1.571,0.06,0.758,0.545,0,1
831,7,15,3,19,37,0,0,True,death,8.65,,0.339,1.407,0.048,0.574,0.526,0,0
832,7,15,4,19,37,0,0,True,death,8.55,,0.342,1.406,0.048,0.575,0.621,0,0
833,7,15,5,19,37,1,0,True,death,8.53,,0.344,1.405,0.048,0.576,0.562,0,1
834,7,15,6,17,37,0,0,True,death,8.44,,0.347,1.567,0.06,0.763,0.619,0,0
835,7,16,1,19,37,4,0,True,death,8.6,,0.35,1.403,0.048,0.729,0.588,0,4
836,7,16,2,19,37,0,1,False,death,8.66,,0.353,1.402,0.006,0.58,0.593,0,1
837,7,16,2,19,37,1,0,True,death,8.63,,0.353,1.402,0.048,0.58,0.643,0,1
838,7,16,3,17,37,1,0,True,death,8.61,,0.356,1.563,0.061,0.767,0.56,0,1
839,7,16,4,19,37,1,0,True,death,8.58,,0.359,1.399,0.049,0.583,0.577,0,1
840,7,16,5,17,37,6,0,True,death,8.85,,0.361,1.561,0.061,0.92,0.619,0,6
841,7,16,6,17,37,4,0,True,death,9.0,,0.364,1.559,0.061,0.921,0.631,0,4
842,7,17,1,19,38,1,0,True,death,8.97,,0.367,1.224,0.065,0.587,0.489,0,1
843,7,17,2,17,38,1,0,True,death,8.94,,0.37,1.386,0.078,0.774,0.567,0,1
844,7,17,3,19,38,2,0,True,death,8.97,,0.373,1.222,0.066,0.589,0.457,0,2
845,7,17,4,19,38,0,0,True,death,8.89,,0.376,1.22,0.066,0.591,0.475,0,0
846,7,17,5,19,38,1,0,True,death,8.86,,0.378,1.22,0.066,0.592,0.428,0,1
847,7,17,6,17,38,0,0,True,death,8.78,,0.381,1.381,0.078,0.779,0.508,0,0
848,7,18,1,19,39,3,0,True,death,8.86,,0.384,1.408,0.048,0.594,0.621,0,3
849,7,18,2,17,39,4,0,True,death,9.0,,0.387,1.569,0.06,0.931,0.638,0,4
850,7,18,3,17,39,1,0,True,death,8.97,,0.39,1.568,0.06,0.783,0.602,0,1
851,7,18,4,19,39,0,0,True,death,8.89,,0.393,1.404,0.048,0.598,0.522,0,0
852,7,18,5,19,39,3,0,True,death,8.97,,0.395,1.403,0.049,0.599,0.557,0,3
853,7,18,6,17,39,4,0,True,death,9.11,,0.398,1.564,0.061,0.936,0.625,0,4
854,7,19,1,19,39,0,1,False,death,9.16,,0.401,1.4,0.006,0.602,0.579,0,1
855,7,19,1,19,39,1,0,True,death,9.13,,0.401,1.4,0.049,0.602,0.626,0,1
856,7,19,2,17,39,2,0,True,death,9.16,,0.404,1.562,0.061,0.789,0.644,1,2
857,7,19,3,21,39,1,0,True,death,9.13,,0.433,1.272,0.055,0.552,0.566,0,1
858,7,19,4,19,39,0,1,True,death,9.1,,0.435,1.386,0.05,0.617,0.541,0,1
859,7,19,5,21,39,2,0,True,death,9.13,,0.438,1.27,0.055,0.554,0.596,0,2
860,7,19,6,21,39,2,0,True,death,9.15,,0.441,1.269,0.055,0.556,0.595,0,2
861,8,0,1,36,29,0,0,True,powerplay,0.0,9.28,0.263,1.28,0.035,0.497,0.586,0,0
862,8,0,2,36,29,2,0,True,powerplay,6.0,9.25,0.268,1.278,0.035,0.499,0.504,1,2
863,8,0,3,41,29,3,0,True,powerplay,10.0,9.18,0.296,1.287,0.043,0.576,0.568,0,3
864,8,0,4,31,29,0,0,True,powerplay,7.5,9.26,0.297,1.43,0.045,0.727,0.493,0,0
865,8,0,5,31,29,0,0,True,powerplay,6.0,9.34,0.302,1.428,0.045,0.729,0.441,0,0
866,8,0,6,31,29,0,0,True,powerplay,5.0,9.42,0.307,1.426,0.045,0.731,0.434,0,0
867,8,1,1,41,22,4,0,True,powerplay,7.71,9.29,0.312,1.357,0.037,0.733,0.474,0,4
868,8,1,2,41,22,1,0,True,powerplay,7.5,9.32,0.311,1.357,0.037,0.583,0.498,0,1
869,8,1,3,31,22,0,0,True,powerplay,6.67,9.41,0.315,1.499,0.038,0.735,0.602,0,0
870,8,1,4,31,22,0,0,True,powerplay,6.0,9.49,0.32,1.497,0.038,0.737,0.587,0,0
871,8,1,5,31,22,1,0,True,powerplay,6.0,9.52,0.325,1.494,0.039,0.739,0.606,0,1
872,8,1,6,41,22,1,0,True,powerplay,6.0,9.56,0.329,1.35,0.037,0.591,0.516,0,1
873,8,2,1,41,24,0,0,True,powerplay,5.54,9.64,0.333,1.348,0.038,0.593,0.481,0,0
874,8,2,2,41,24,2,0,True,powerplay,6.0,9.62,0.338,1.346,0.038,0.595,0.52,0,2
875,8,2,3,41,24,1,0,True,powerplay,6.0,9.66,0.341,1.345,0.038,0.596,0.573,0,1
876,8,2,4,31,24,4,0,True,powerplay,7.12,9.52,0.345,1.486,0.039,0.898,0.519,0,4
877,8,2,5,31,24,0,0,True,powerplay,6.71,9.61,0.343,1.487,0.039,0.747,0.481,0,0
878,8,2,6,31,24,2,0,True,powerplay,7.0,9.59,0.349,1.484,0.04,0.75,0.478,1,2
879,8,3,1,41,23,0,0,True,powerplay,6.63,9.68,0.377,1.349,0.038,0.613,0.6,0,0
880,8,3,2,41,23,1,0,True,powerplay,6.6,9.72,0.382,1.347,0.038,0.615,0.5,0,1
881,8,3,3,32,23,3,0,True,powerplay,7.14,9.64,0.386,1.484,0.045,0.802,0.56,0,3
882,8,3,4,41,23,0,0,True,powerplay,6.82,9.73,0.387,1.344,0.038,0.617,0.515,0,0
883,8,3,5,41,23,1,0,True,powerplay,6.78,9.77,0.392,1.342,0.039,0.619,0.575,0,1
884,8,3,6,32,23,1,0,True,powerplay,6.75,9.81,0.396,1.48,0.046,0.807,0.57,0,1
885,8,4,1,32,25,4,0,True,powerplay,7.44,9.66,0.4,1.487,0.045,0.959,0.489,0,4
886,8,4,2,32,25,1,0,True,powerplay,7.38,9.7,0.399,1.488,0.045,0.808,0.466,0,1
887,8,4,3,41,25,0,0,True,powerplay,7.11,9.81,0.403,1.347,0.038,0.624,0.527,0,0
888,8,4,4,41,25,1,0,True,powerplay,7.07,9.85,0.409,1.345,0.038,0.627,0.594,0,1
889,8,4,5,32,25,0,0,True,powerplay,6.83,9.96,0.413,1.482,0.045,0.814,0.453,0,0
890,8,4,6,32,25,1,0,True,powerplay,6.8,10.0,0.419,1.479,0.046,0.817,0.497,1,1
891,8,5,1,33,29,1,0,True,powerplay,6.77,10.04,0.449,1.077,0.051,0.545,0.372,0,1
892,8,5,2,41,29,1,0,True,powerplay,6.75,10.09,0.453,1.221,0.05,0.647,0.524,1,1
893,8,5,3,33,29,0,0,True,powerplay,6.55,10.21,0.483,1.063,0.052,0.56,0.373,0,0
894,8,5,4,33,29,2,0,True,powerplay,6.71,10.19,0.489,1.06,0.053,0.563,0.472,0,2
895,8,5,5,33,29,1,0,True,powerplay,6.69,10.24,0.491,1.059,0.053,0.564,0.398,0,1
896,8,5,6,42,29,0,0,True,powerplay,6.5,10.36,0.496,1.213,0.058,0.745,0.456,0,0
897,8,6,1,33,22,0,0,True,middle,6.32,10.48,0.502,1.131,0.046,0.569,0.406,0,0
898,8,6,2,33,22,1,0,True,middle,6.32,10.54,0.508,1.128,0.046,0.571,0.442,0,1
899,8,6,3,42,22,1,0,True,middle,6.31,10.59,0.513,1.282,0.051,0.752,0.513,0,1
900,8,6,4,33,22,0,1,True,middle,6.3,10.65,0.517,1.124,0.046,0.576,0.509,0,1
901,8,6,5,42,22,0,1,False,middle,6.45,10.57,0.522,1.279,0.006,0.756,0.494,0,1
902,8,6,5,42,22,1,0,True,middle,6.44,10.63,0.519,1.28,0.052,0.755,0.483,0,1
903,8,6,6,33,22,2,0,True,middle,6.57,10.62,0.524,1.122,0.047,0.579,0.422,0,2
904,8,7,1,42,24,1,0,True,middle,6.56,10.68,0.526,1.277,0.052,0.758,0.54,0,1
905,8,7,2,33,24,0,0,True,middle,6.41,10.82,0.531,1.119,0.047,0.582,0.414,1,0
906,8,7,3,44,24,0,0,True,middle,6.27,10.96,0.564,0.527,0.116,0.797,0,0,0
907,8,7,4,44,24,0,1,True,middle,6.26,11.03,0.571,0.524,0.117,0.8,0,0,1
908,8,7,5,42,24,1,0,True,middle,6.26,11.1,0.575,1.256,0.054,0.78,0.541,0,1
909,8,7,6,44,24,1,0,True,middle,6.25,11.17,0.58,0.52,0.117,0.804,0,1,1
910,8,8,1,38,23,2,0,True,middle,6.37,11.15,0.611,0.669,0.108,0.861,0,0,2
911,8,8,2,38,23,0,1,True,middle,6.36,11.23,0.613,0.669,0.108,0.862,0,0,1
912,8,8,3,42,23,0,0,True,middle,6.24,11.39,0.619,1.257,0.054,0.8,0.431,0,0
913,8,8,4,42,23,4,0,True,middle,6.58,11.21,0.626,1.254,0.055,0.953,0.473,0,4
914,8,8,5,42,23,1,0,True,middle,6.57,11.28,0.624,1.255,0.054,0.802,0.426,0,1
915,8,8,6,38,23,3,0,True,middle,6.78,11.18,0.628,0.662,0.109,0.868,0,0,3
916,8,9,1,38,25,0,0,True,middle,6.65,11.35,0.628,0.672,0.108,0.868,0,0,0
917,8,9,2,38,25,2,0,True,middle,6.75,11.34,0.636,0.668,0.108,0.872,0.009,0,2
918,8,9,3,38,25,2,0,True,middle,6.84,11.33,0.639,0.667,0.108,0.873,0,0,2
919,8,9,4,38,25,0,0,True,middle,6.72,11.52,0.641,0.666,0.109,0.874,0,0,0
920,8,9,5,38,25,0,0,True,middle,6.61,11.7,0.649,0.663,0.109,0.878,0,0,0
921,8,9,6,38,25,1,0,True,middle,6.6,11.8,0.657,0.66,0.109,0.881,0,0,1
922,8,10,1,38,29,4,0,True,middle,6.89,11.59,0.663,0.552,0.12,1,0,0,4
923,8,10,2,38,29,0,0,True,middle,6.77,11.79,0.66,0.554,0.119,0.883,0,0,0
924,8,10,3,38,29,1,0,True,middle,6.76,11.89,0.669,0.55,0.12,0.887,0,0,1
925,8,10,4,42,29,1,0,True,middle,6.75,12.0,0.674,1.139,0.066,0.825,0.448,0,1
926,8,10,5,38,29,1,0,True,middle,6.74,12.11,0.68,0.545,0.12,0.892,0,0,1
927,8,10,6,42,29,1,0,True,middle,6.73,12.22,0.686,1.134,0.066,0.83,0.403,0,1
928,8,11,1,42,22,0,0,True,middle,6.63,12.45,0.692,1.207,0.059,0.833,0.517,0,0
929,8,11,2,42,22,1,0,True,middle,6.62,12.58,0.702,1.203,0.06,0.837,0.47,0,1
930,8,11,3,38,22,1,0,True,middle,6.61,12.71,0.708,0.61,0.114,0.904,0,0,1
931,8,11,4,42,22,0,0,True,middle,6.51,12.96,0.715,1.198,0.06,0.843,0.4,0,0
932,8,11,5,42,22,0,1,False,middle,6.6,12.84,0.725,1.193,0.006,0.848,0.409,0,1
933,8,11,5,42,22,0,0,True,middle,6.51,13.1,0.721,1.195,0.061,0.846,0.535,0,0
934,8,11,6,42,22,1,0,True,middle,6.5,13.25,0.731,1.191,0.061,0.85,0.473,0,1
935,8,12,1,42,24,0,0,True,middle,6.41,13.53,0.739,1.187,0.061,0.854,0.497,0,0
936,8,12,2,42,24,0,1,False,middle,6.49,13.4,0.749,1.183,0.006,0.858,0.522,0,1
937,8,12,2,42,24,1,0,True,middle,6.49,13.57,0.746,1.185,0.062,0.857,0.529,0,1
938,8,12,3,38,24,4,0,True,middle,6.72,13.33,0.753,0.591,0.116,1,0,0,4
939,8,12,4,38,24,2,0,True,middle,6.79,13.36,0.749,0.592,0.116,0.923,0,0,2
940,8,12,5,38,24,2,0,True,middle,6.86,13.4,0.753,0.591,0.116,0.925,0,0,2
941,8,12,6,38,24,0,0,True,middle,6.77,13.71,0.757,0.589,0.117,0.926,0,1,0
942,8,13,1,42,23,1,0,True,middle,6.76,13.9,0.795,1.183,0.062,0.879,0.554,0,1
943,8,13,2,40,23,2,0,True,middle,6.82,13.95,0.803,0.687,0.089,0.79,0.176,0,2
944,8,13,3,40,23,1,0,True,middle,6.81,14.15,0.807,0.685,0.089,0.792,0.201,0,1
945,8,13,4,42,23,1,0,True,middle,6.8,14.37,0.812,1.176,0.063,0.887,0.455,0,1
946,8,13,5,40,23,0,0,True,middle,6.72,14.76,0.814,0.682,0.089,0.795,0.064,0,0
947,8,13,6,40,23,1,0,True,middle,6.71,15.0,0.817,0.681,0.089,0.796,0.062,0,1
948,8,14,1,40,25,0,0,True,middle,6.64,15.43,0.82,0.689,0.089,0.798,0.113,0,0
949,8,14,2,40,25,0,0,True,middle,6.56,15.88,0.823,0.688,0.089,0.799,0.156,0,0
950,8,14,3,40,25,1,0,True,middle,6.55,16.18,0.826,0.686,0.089,0.8,0.158,0,1
951,8,14,4,42,25,2,0,True,middle,6.61,16.31,0.829,1.178,0.063,0.894,0.496,0,2
952,8,14,5,42,25,0,0,True,middle,6.54,16.84,0.831,1.177,0.063,0.895,0.541,0,0
953,8,14,6,42,25,1,0,True,middle,6.53,17.2,0.834,1.176,0.063,0.897,0.541,0,1
954,8,15,1,42,29,6,0,True,death,6.86,16.55,0.837,1.07,0.091,1,0.387,0,6
955,8,15,2,42,29,2,0,True,death,6.91,16.71,0.84,1.069,0.091,0.899,0.495,0,2
956,8,15,3,42,29,4,0,True,death,7.1,16.44,0.843,1.068,0.091,1,0.399,1,4
957,8,15,4,37,29,2,0,True,death,7.15,16.62,0.872,0.668,0.135,1,0,0,2
958,8,15,5,37,29,6,0,True,death,7.45,15.84,0.874,0.667,0.135,1,0.086,0,6
959,8,15,6,37,29,1,0,True,death,7.44,16.25,0.877,0.665,0.135,1,0.024,0,1
960,8,16,1,37,23,4,0,True,death,7.61,15.91,0.88,0.759,0.126,1,0.135,0,4
961,8,16,2,37,23,0,0,True,death,7.53,16.64,0.883,0.758,0.126,1,0.102,0,0
962,8,16,3,37,23,0,0,True,death,7.45,17.43,0.886,0.757,0.126,1,0.063,0,0
963,8,16,4,37,23,0,0,True,death,7.38,18.3,0.889,0.756,0.126,1,0.029,0,0
964,8,16,5,37,23,0,0,True,death,7.31,19.26,0.891,0.755,0.126,1,0.097,1,0
965,8,16,6,39,23,0,0,True,death,7.24,20.33,0.92,0.688,0.12,0.914,0.12,0,0
966,8,17,1,40,22,2,0,True,death,7.28,20.82,0.923,0.617,0.114,0.844,0.047,0,2
967,8,17,2,40,22,0,0,True,death,7.21,22.12,0.926,0.616,0.114,0.845,0.172,1,0
968,9,0,1,60,29,1,0,True,powerplay,6.0,,0.0,1.417,0.028,0.421,0.538,0,1
969,9,0,2,46,29,1,0,True,powerplay,6.0,,0.003,1.417,0.029,0.466,0.483,0,1
970,9,0,3,60,29,4,0,True,powerplay,12.0,,0.006,1.414,0.029,0.574,0.438,0,4
971,9,0,4,60,29,1,0,True,powerplay,10.5,,0.009,1.413,0.029,0.425,0.534,0,1
972,9,0,5,46,29,0,0,True,powerplay,8.4,,0.011,1.414,0.029,0.469,0.478,0,0
973,9,0,6,46,29,0,0,True,powerplay,7.0,,0.014,1.413,0.029,0.471,0.532,0,0
974,9,1,1,60,22,0,0,True,powerplay,6.0,,0.017,1.486,0.022,0.429,0.487,0,0
975,9,1,2,60,22,1,0,True,powerplay,6.0,,0.02,1.484,0.022,0.43,0.491,0,1
976,9,1,3,46,22,1,0,True,powerplay,6.0,,0.023,1.485,0.023,0.475,0.441,0,1
977,9,1,4,60,22,0,0,True,powerplay,5.4,,0.026,1.482,0.022,0.433,0.587,0,0
978,9,1,5,60,22,4,0,True,powerplay,7.09,,0.028,1.481,0.022,0.584,0.534,0,4
979,9,1,6,60,22,0,0,True,powerplay,6.5,,0.031,1.48,0.023,0.435,0.552,0,0
980,9,2,1,46,24,0,0,True,powerplay,6.0,,0.034,1.481,0.023,0.48,0.442,0,0
981,9,2,2,46,24,0,0,True,powerplay,5.57,,0.037,1.479,0.023,0.481,0.515,0,0
982,9,2,3,46,24,0,2,True,powerplay,6.0,,0.04,1.478,0.023,0.482,0.52,0,2
983,9,2,4,46,24,0,0,True,powerplay,5.62,,0.043,1.477,0.024,0.484,0.48,0,0
984,9,2,5,46,24,1,0,True,powerplay,5.65,,0.045,1.476,0.024,0.485,0.549,0,1
985,9,2,6,60,24,2,0,True,powerplay,6.0,,0.048,1.473,0.023,0.443,0.602,0,2
986,9,3,1,46,23,4,0,True,powerplay,6.95,,0.051,1.493,0.022,0.637,0.491,0,4
987,9,3,2,46,23,4,0,True,powerplay,7.8,,0.054,1.491,0.022,0.639,0.477,0,4
988,9,3,3,46,23,1,0,True,powerplay,7.71,,0.057,1.49,0.022,0.49,0.549,0,1
989,9,3,4,60,23,2,0,True,powerplay,7.91,,0.059,1.487,0.022,0.448,0.593,0,2
990,9,3,5,60,23,0,1,False,powerplay,8.18,,0.062,1.486,0.006,0.449,0.588,0,1
991,9,3,5,60,23,2,0,True,powerplay,8.35,,0.062,1.486,0.022,0.449,0.513,0,2
992,9,3,6,60,23,0,0,True,powerplay,8.0,,0.065,1.484,0.022,0.451,0.62,0,0
993,9,4,1,46,25,1,0,True,powerplay,7.92,,0.068,1.495,0.022,0.495,0.575,0,1
994,9,4,2,60,25,0,2,True,powerplay,8.08,,0.071,1.491,0.022,0.453,0.595,0,2
995,9,4,3,60,25,0,0,True,powerplay,7.78,,0.074,1.49,0.022,0.455,0.511,0,0
996,9,4,4,60,25,0,0,True,powerplay,7.5,,0.077,1.489,0.022,0.456,0.509,0,0
997,9,4,5,60,25,0,1,True,powerplay,7.45,,0.079,1.488,0.022,0.457,0.578,0,1
998,9,4,6,46,25,4,0,True,powerplay,8.0,,0.082,1.489,0.023,0.651,0.55,0,4
999,9,5,1,60,29,0,0,True,powerplay,7.74,,0.085,1.381,0.032,0.46,0.435,0,0
1000,9,5,2,60,29,0,0,True,powerplay,7.5,,0.088,1.38,0.032,0.461,0.453,0,0
1001,9,5,3,60,29,0,0,True,powerplay,7.27,,0.091,1.378,0.033,0.462,0.485,0,0
1002,9,5,4,60,29,4,0,True,powerplay,7.76,,0.094,1.377,0.033,0.614,0.588,1,4
1003,9,5,5,56,29,0,1,False,powerplay,7.94,,0.122,1.474,0.006,0.641,0.465,0,1
1004,9,5,5,56,29,2,0,True,powerplay,8.06,,0.122,1.474,0.045,0.641,0.456,0,2
1005,9,5,6,56,29,0,1,False,powerplay,8.23,,0.125,1.472,0.006,0.642,0.544,0,1
1006,9,5,6,56,29,1,0,True,powerplay,8.17,,0.125,1.472,0.046,0.642,0.421,0,1
1007,9,6,1,56,22,0,0,True,middle,7.95,,0.128,1.547,0.038,0.643,0.441,0,0
1008,9,6,2,56,22,1,0,True,middle,7.89,,0.131,1.546,0.039,0.645,0.52,0,1
